step,t,base_x,base_y,base_z,base_yaw_deg,cmd_joint1,cmd_joint2,cmd_joint3,cmd_joint4,cmd_joint5,cmd_joint6,q_joint1,q_joint2,q_joint3,q_joint4,q_joint5,q_joint6,qd_joint1,qd_joint2,qd_joint3,qd_joint4,qd_joint5,qd_joint6,meff_joint1,meff_joint2,meff_joint3,meff_joint4,meff_joint5,meff_joint6
11,10.60000,10.50000000,8.08969975,0.00000000,90.0000077,-0.000013934,1.049600140,1.725317310,0.000005611,-0.895087034,-1.570801910,-0.000021206,1.051750064,1.724585891,0.000450178,-0.894473672,-1.570633292,0.000094718,-0.015488613,0.006075224,-0.004382115,-0.004421501,-0.000870796,0.000015,-14.337590,6.113482,0.274907,-0.536147,0.067335
12,10.61000,10.50000000,8.08969975,0.00000000,90.0000077,-0.000013934,1.049600140,1.725317310,0.000005611,-0.895087034,-1.570801910,-0.000021207,1.051750064,1.724586010,0.000450167,-0.894473255,-1.570632935,0.000094887,-0.015488937,0.006072911,-0.004378914,-0.004422515,-0.000871264,0.000016,-14.337525,6.113444,0.274907,-0.536142,0.067335
13,10.62000,10.50000000,8.08969975,0.00000000,90.0000077,-0.000013934,1.049600140,1.725317310,0.000005611,-0.895087034,-1.570801910,-0.000021207,1.051750064,1.724586129,0.000450165,-0.894473195,-1.570632696,0.000094737,-0.015488368,0.006075114,-0.004382370,-0.004422162,-0.000871319,0.000012,-14.337592,6.113492,0.274907,-0.536148,0.067335
14,10.63000,10.50000000,8.08969975,0.00000000,90.0000077,-0.000013934,1.049600140,1.725317310,0.000005611,-0.895087034,-1.570801910,-0.000021208,1.051750064,1.724586248,0.000450154,-0.894472837,-1.570632339,0.000094940,-0.015488453,0.006072226,-0.004378619,-0.004420499,-0.000870354,0.000017,-14.337501,6.113427,0.274907,-0.536140,0.067335
15,10.64000,10.50000000,8.08969975,0.00000000,90.0000077,-0.000013934,1.049600140,1.725317310,0.000005611,-0.895087034,-1.570801910,-0.000021208,1.051750064,1.724586368,0.000450155,-0.894472837,-1.570632696,0.000094715,-0.015487529,0.006075426,-0.004383477,-0.004426543,-0.000873953,0.000011,-14.337601,6.113500,0.274907,-0.536150,0.067335
16,10.65000,10.50000000,8.08969975,0.00000000,90.0000077,-0.000013934,1.049600140,1.725317310,0.000005611,-0.895087034,-1.570801910,-0.000021208,1.051750064,1.724586487,0.000450155,-0.894472897,-1.570633054,0.000094723,-0.015487025,0.006075581,-0.004383506,-0.004422206,-0.000871469,0.000013,-14.337541,6.113458,0.274907,-0.536144,0.067335
17,10.66000,10.50000000,8.08969975,0.00000000,90.0000077,-0.000013934,1.049600140,1.725317310,0.000005611,-0.895087034,-1.570801910,-0.000021208,1.051750064,1.724586487,0.000450153,-0.894472897,-1.570632696,0.000094800,-0.015486721,0.006074727,-0.004382192,-0.004419638,-0.000869900,0.000015,-14.337529,6.113447,0.274907,-0.536143,0.067335
18,10.67000,10.50000000,8.08969975,0.00000000,90.0000077,-0.000013934,1.049600140,1.725317310,0.000005611,-0.895087034,-1.570801910,-0.000021209,1.051750064,1.724586487,0.000450155,-0.894473016,-1.570633054,0.000094713,-0.015486544,0.006075829,-0.004384032,-0.004428694,-0.000875064,0.000012,-14.337588,6.113485,0.274907,-0.536147,0.067335
19,10.68000,10.50000000,8.08969975,0.00000000,90.0000077,-0.000013934,1.049600140,1.725317310,0.000005611,-0.895087034,-1.570801910,-0.000021209,1.051750064,1.724586606,0.000450144,-0.894472659,-1.570632696,0.000094957,-0.015486831,0.006072219,-0.004378660,-0.004421819,-0.000871020,0.000016,-14.337489,6.113420,0.274908,-0.536139,0.067335
20,10.69000,10.50000000,8.08969975,0.00000000,90.0000077,-0.000013934,1.049600140,1.725317310,0.000005611,-0.895087034,-1.570801910,-0.000021209,1.051750064,1.724586606,0.000450146,-0.894472718,-1.570632696,0.000094767,-0.015486283,0.006075139,-0.004383040,-0.004422436,-0.000871600,0.000012,-14.337610,6.113506,0.274907,-0.536150,0.067335
21,10.70000,10.50000000,8.08969975,0.00000000,90.0000077,-0.000013934,1.049600140,1.725317310,0.000005611,-0.895087034,-1.570801910,-0.000021209,1.051750064,1.724586725,0.000450146,-0.894472778,-1.570632935,0.000094778,-0.015486306,0.006074974,-0.004382944,-0.004419669,-0.000870140,0.000014,-14.337564,6.113470,0.274908,-0.536145,0.067335
22,10.71000,10.50000000,8.08969975,0.00000000,90.0000077,-0.000013934,1.049600140,1.725317310,0.000005611,-0.895087034,-1.570801910,-0.000021210,1.051750064,1.724586725,0.000450147,-0.894472837,-1.570632815,0.000094803,-0.015485825,0.006074702,-0.004382509,-0.004421790,-0.000871255,0.000014,-14.337537,6.113458,0.274907,-0.536144,0.067335
23,10.72000,10.50000000,8.08969975,0.00000000,90.0000077,-0.000013934,1.049600140,1.725317310,0.000005611,-0.895087034,-1.570801910,-0.000021210,1.051750064,1.724586725,0.000450138,-0.894472480,-1.570632577,0.000094959,-0.015486002,0.006072252,-0.004379056,-0.004424812,-0.000872746,0.000015,-14.337519,6.113439,0.274908,-0.536141,0.067335
24,10.73000,10.50000000,8.08969975,0.00000000,90.0000077,-0.000013934,1.049600140,1.725317310,0.000005611,-0.895087034,-1.570801910,-0.000021210,1.051750064,1.724586725,0.000450139,-0.894472539,-1.570632815,0.000094789,-0.015485922,0.006074918,-0.004382960,-0.004419383,-0.000870011,0.000013,-14.337625,6.113509,0.274908,-0.536150,0.067335
25,10.74000,10.50000000,8.08969975,0.00000000,90.0000077,-0.000013934,1.049600140,1.725317310,0.000005611,-0.895087034,-1.570801910,-0.000021210,1.051750064,1.724586725,0.000450141,-0.894472599,-1.570632815,0.000096742,-0.015479873,0.006049459,-0.004337450,-0.005887988,-0.001659274,0.000013,-14.337572,6.113477,0.274908,-0.536146,0.067335
26,10.75000,10.50000000,8.08969975,0.00000000,90.0000077,-0.000013934,1.049600140,1.725317310,0.000005611,-0.895087034,-1.570801910,-0.000021210,1.051750064,1.724586725,0.000450153,-0.894472897,-1.570633769,0.000096675,-0.015479582,0.006050652,-0.004339012,-0.005927229,-0.001680471,0.000013,-14.337610,6.113499,0.274908,-0.536149,0.067335
27,10.76000,10.50000000,8.08969975,0.00000000,90.0000077,-0.000013934,1.049600140,1.725317310,0.000005611,-0.895087034,-1.570801910,-0.000021210,1.051750064,1.724586725,0.000450159,-0.894473076,-1.570633650,0.000094816,-0.015485837,0.006075036,-0.004382236,-0.004423605,-0.000871793,0.000015,-14.337527,6.113443,0.274908,-0.536142,0.067335
28,10.77000,10.50000000,8.08969975,0.00000000,90.0000077,-0.000013934,1.049600140,1.725317310,0.000005611,-0.895087034,-1.570801910,-0.000021210,1.051750064,1.724586725,0.000450152,-0.894472897,-1.570633292,0.000097028,-0.015479980,0.006045697,-0.004331245,-0.005943045,-0.001688409,0.000016,-14.337518,6.113439,0.274908,-0.536141,0.067335
29,10.78000,10.50000000,8.08969975,0.00000000,90.0000077,-0.000013934,1.049600140,1.725317310,0.000005611,-0.895087034,-1.570801910,-0.000021210,1.051750064,1.724586725,0.000450155,-0.894472957,-1.570633292,0.000094823,-0.015485879,0.006074686,-0.004382214,-0.004421129,-0.000870703,0.000012,-14.337605,6.113500,0.274907,-0.536149,0.067335
30,10.79000,10.50000000,8.08969975,0.00000000,90.0000077,-0.000013934,1.049600140,1.725317310,0.000005611,-0.895087034,-1.570801910,-0.000021210,1.051750064,1.724586725,0.000450148,-0.894472837,-1.570632935,0.000096999,-0.015479917,0.006045946,-0.004331851,-0.005943345,-0.001688765,0.000014,-14.337531,6.113448,0.274908,-0.536142,0.067335
31,10.80000,10.50000000,8.08969975,0.00000000,90.0000077,-0.000013934,1.049600140,1.725317310,0.000005611,-0.895087034,-1.570801910,-0.000021210,1.051750064,1.724586725,0.000450150,-0.894472837,-1.570632815,0.000094867,-0.015486065,0.006073856,-0.004381243,-0.004420919,-0.000870711,0.000012,-14.337592,6.113487,0.274907,-0.536147,0.067335
32,10.81000,10.50000000,8.08969975,0.00000000,90.0000077,-0.000013934,1.049600140,1.725317310,0.000005611,-0.895087034,-1.570801910,-0.000021210,1.051750064,1.724586725,0.000450144,-0.894472659,-1.570632458,0.000094937,-0.015486144,0.006072718,-0.004379786,-0.004418630,-0.000869448,0.000015,-14.337540,6.113454,0.274908,-0.536143,0.067335
33,10.82000,10.50000000,8.08969975,0.00000000,90.0000077,-0.000013934,1.049600140,1.725317310,0.000005611,-0.895087034,-1.570801910,-0.000021211,1.051750064,1.724586725,0.000450142,-0.894472659,-1.570632219,0.000096801,-0.015479900,0.006048298,-0.004336107,-0.005894619,-0.001662986,0.000012,-14.337590,6.113490,0.274907,-0.536148,0.067335
34,10.83000,10.50000000,8.08969975,0.00000000,90.0000077,-0.000013934,1.049600140,1.725317310,0.000005611,-0.895087034,-1.570801910,-0.000021211,1.051750064,1.724586725,0.000450147,-0.894472778,-1.570632815,0.000096821,-0.015479943,0.006048188,-0.004335932,-0.005931767,-0.001683110,0.000015,-14.337594,6.113486,0.274908,-0.536147,0.067335
35,10.84000,10.50000000,8.08969975,0.00000000,90.0000077,-0.000013934,1.049600140,1.725317310,0.000005611,-0.895087034,-1.570801910,-0.000021210,1.051750064,1.724586725,0.000450152,-0.894472957,-1.570632696,0.000094835,-0.015485961,0.006074230,-0.004381903,-0.004421909,-0.000871273,0.000013,-14.337550,6.113461,0.274908,-0.536144,0.067335
36,10.85000,10.50000000,8.08969975,0.00000000,90.0000077,-0.000013934,1.049600140,1.725317310,0.000005611,-0.895087034,-1.570801910,-0.000021211,1.051750064,1.724586725,0.000450146,-0.894472897,-1.570632339,0.000094921,-0.015486101,0.006072849,-0.004380108,-0.004419513,-0.000869999,0.000014,-14.337536,6.113453,0.274908,-0.536143,0.067335
37,10.86000,10.50000000,8.08969975,0.00000000,90.0000077,-0.000013934,1.049600140,1.725317310,0.000005611,-0.895087034,-1.570801910,-0.000021211,1.051750064,1.724586725,0.000450148,-0.894472897,-1.570633054,0.000096726,-0.015479976,0.006049308,-0.004337886,-0.005884422,-0.001657715,0.000011,-14.337612,6.113502,0.274907,-0.536149,0.067335
38,10.87000,10.50000000,8.08969975,0.00000000,90.0000077,-0.000013934,1.049600140,1.725317310,0.000005611,-0.895087034,-1.570801910,-0.000021210,1.051750064,1.724586725,0.000450152,-0.894472957,-1.570633292,0.000096812,-0.015479857,0.006048632,-0.004336065,-0.005922473,-0.001677767,0.000014,-14.337570,6.113474,0.274908,-0.536146,0.067335
39,10.88000,10.50000000,8.08969975,0.00000000,90.0000077,-0.000013934,1.049600140,1.725317310,0.000005611,-0.895087034,-1.570801910,-0.000021210,1.051750064,1.724586606,0.000450157,-0.894473135,-1.570633173,0.000094868,-0.015485993,0.006073997,-0.004381175,-0.004422029,-0.000871173,0.000014,-14.337545,6.113457,0.274908,-0.536144,0.067335
40,10.89000,10.50000000,8.08969975,0.00000000,90.0000077,-0.000013934,1.049600140,1.725317310,0.000005611,-0.895087034,-1.570801910,-0.000021210,1.051750064,1.724586725,0.000450152,-0.894472957,-1.570632815,0.000094921,-0.015486561,0.006073042,-0.004379893,-0.004419874,-0.000870018,0.000014,-14.337571,6.113468,0.274908,-0.536145,0.067335
41,10.90000,10.50000000,8.08969975,0.00000000,90.0000077,-0.000013934,1.049600140,1.725317310,0.000005611,-0.895087034,-1.570801910,-0.000021211,1.051750064,1.724586725,0.000450149,-0.894472837,-1.570632696,0.000094882,-0.015486031,0.006073535,-0.004380936,-0.004420183,-0.000870360,0.000013,-14.337548,6.113465,0.274907,-0.536145,0.067335
42,10.91000,10.50000000,8.08969975,0.00000000,90.0000077,-0.000013934,1.049600140,1.725317310,0.000005611,-0.895087034,-1.570801910,-0.000021211,1.051750064,1.724586725,0.000450146,-0.894472837,-1.570632458,0.000094871,-0.015485976,0.006073577,-0.004381067,-0.004422372,-0.000871585,0.000013,-14.337564,6.113472,0.274907,-0.536145,0.067335
43,10.92000,10.50000000,8.08969975,0.00000000,90.0000077,-0.000013934,1.049600140,1.725317310,0.000005611,-0.895087034,-1.570801910,-0.000021211,1.051750064,1.724586725,0.000450143,-0.894472659,-1.570632219,0.000096965,-0.015479953,0.006046010,-0.004332625,-0.005946743,-0.001690973,0.000014,-14.337556,6.113464,0.274908,-0.536144,0.067335
44,10.93000,10.50000000,8.08969975,0.00000000,90.0000077,-0.000013934,1.049600140,1.725317310,0.000005611,-0.895087034,-1.570801910,-0.000021211,1.051750064,1.724586725,0.000450142,-0.894472599,-1.570632100,0.000096865,-0.015480125,0.006047259,-0.004334805,-0.005894405,-0.001662924,0.000013,-14.337571,6.113475,0.274908,-0.536146,0.067335
45,10.94000,10.50000000,8.08969975,0.00000000,90.0000077,-0.000013934,1.049600140,1.725317310,0.000005611,-0.895087034,-1.570801910,-0.000021211,1.051750064,1.724586725,0.000450149,-0.894472718,-1.570633054,0.000096746,-0.015479732,0.006049224,-0.004337537,-0.005934916,-0.001684958,0.000013,-14.337619,6.113507,0.274907,-0.536150,0.067335
46,10.95000,10.50000000,8.08969975,0.00000000,90.0000077,-0.000013934,1.049600140,1.725317310,0.000005611,-0.895087034,-1.570801910,-0.000021211,1.051750064,1.724586725,0.000450149,-0.894472778,-1.570632815,0.000096862,-0.015479987,0.006047716,-0.004334801,-0.005895482,-0.001663147,0.000014,-14.337518,6.113441,0.274908,-0.536142,0.067335
47,10.96000,10.50000000,8.08969975,0.00000000,90.0000077,-0.000013934,1.049600140,1.725317310,0.000005611,-0.895087034,-1.570801910,-0.000021211,1.051750064,1.724586725,0.000450155,-0.894472837,-1.570633173,0.000096764,-0.015479660,0.006049094,-0.004336942,-0.005919094,-0.001676055,0.000012,-14.337600,6.113495,0.274907,-0.536148,0.067335
48,10.97000,10.50000000,8.08969975,0.00000000,90.0000077,-0.000013934,1.049600140,1.725317310,0.000005611,-0.895087034,-1.570801910,-0.000021210,1.051750064,1.724586725,0.000450156,-0.894472897,-1.570632935,0.000096853,-0.015479900,0.006047858,-0.004334895,-0.005900105,-0.001665631,0.000014,-14.337539,6.113452,0.274908,-0.536143,0.067335
49,10.98000,10.50000000,8.08969975,0.00000000,90.0000077,-0.000013934,1.049600140,1.725317310,0.000005611,-0.895087034,-1.570801910,-0.000021210,1.051750064,1.724586725,0.000450161,-0.894472957,-1.570633173,0.000096754,-0.015479560,0.006049093,-0.004336872,-0.005913170,-0.001672840,0.000011,-14.337588,6.113486,0.274907,-0.536147,0.067335
50,10.99000,10.50000000,8.08969975,0.00000000,90.0000077,-0.000013934,1.049600140,1.725317310,0.000005611,-0.895087034,-1.570801910,-0.000021210,1.051750064,1.724586725,0.000450161,-0.894472957,-1.570632935,0.000094911,-0.015486034,0.006073297,-0.004380274,-0.004422531,-0.000871454,0.000016,-14.337539,6.113450,0.274908,-0.536143,0.067335
51,11.00000,10.50000000,8.08969975,0.00000000,90.0000077,-0.000013934,1.049600140,1.725317310,0.000005611,-0.895087034,-1.570801910,-0.000021210,1.051750064,1.724586725,0.000450158,-0.894472837,-1.570632815,0.000096946,-0.015479884,0.006046621,-0.004333121,-0.005945148,-0.001689926,0.000013,-14.337569,6.113474,0.274908,-0.536146,0.067335
52,11.01000,10.50000000,8.08969975,0.00000000,90.0000077,-0.000013934,1.049600140,1.725317310,0.000005611,-0.895087034,-1.570801910,-0.000021210,1.051750064,1.724586725,0.000450156,-0.894472778,-1.570632458,0.000094903,-0.015486087,0.006073356,-0.004380615,-0.004421709,-0.000871136,0.000014,-14.337564,6.113468,0.274908,-0.536145,0.067335
53,11.02000,10.50000000,8.08969975,0.00000000,90.0000077,-0.000013934,1.049600140,1.725317310,0.000005611,-0.895087034,-1.570801910,-0.000021211,1.051750064,1.724586725,0.000450154,-0.894472659,-1.570632339,0.000096912,-0.015479848,0.006046853,-0.004333879,-0.005943629,-0.001689344,0.000013,-14.337569,6.113476,0.274907,-0.536146,0.067335
54,11.03000,10.50000000,8.08969975,0.00000000,90.0000077,-0.000013934,1.049600140,1.725317310,0.000005611,-0.895087034,-1.570801910,-0.000021211,1.051750064,1.724586725,0.000450150,-0.894472599,-1.570632100,0.000096900,-0.015480188,0.006046814,-0.004334103,-0.005889347,-0.001660110,0.000014,-14.337546,6.113460,0.274908,-0.536144,0.067335
55,11.04000,10.50000000,8.08969975,0.00000000,90.0000077,-0.000013934,1.049600140,1.725317310,0.000005611,-0.895087034,-1.570801910,-0.000021210,1.051750064,1.724586725,0.000450158,-0.894472659,-1.570633054,0.000096727,-0.015479619,0.006049543,-0.004337986,-0.005941708,-0.001688648,0.000012,-14.337639,6.113519,0.274907,-0.536152,0.067335
56,11.05000,10.50000000,8.08969975,0.00000000,90.0000077,-0.000013934,1.049600140,1.725317310,0.000005611,-0.895087034,-1.570801910,-0.000021211,1.051750064,1.724586725,0.000450155,-0.894472599,-1.570632815,0.000094944,-0.015486123,0.006072832,-0.004379584,-0.004422380,-0.000871302,0.000015,-14.337503,6.113428,0.274908,-0.536140,0.067335
57,11.06000,10.50000000,8.08969975,0.00000000,90.0000077,-0.000013934,1.049600140,1.725317310,0.000005611,-0.895087034,-1.570801910,-0.000021211,1.051750064,1.724586725,0.000450151,-0.894472420,-1.570632577,0.000094901,-0.015486043,0.006073355,-0.004380605,-0.004418983,-0.000869599,0.000014,-14.337571,6.113477,0.274907,-0.536146,0.067335
58,11.07000,10.50000000,8.08969975,0.00000000,90.0000077,-0.000013934,1.049600140,1.725317310,0.000005611,-0.895087034,-1.570801910,-0.000021211,1.051750064,1.724586725,0.000450144,-0.894472241,-1.570632219,0.000096910,-0.015479947,0.006046926,-0.004333914,-0.005912825,-0.001672610,0.000013,-14.337559,6.113469,0.274908,-0.536145,0.067335
59,11.08000,10.50000000,8.08969975,0.00000000,90.0000077,-0.000013934,1.049600140,1.725317310,0.000005611,-0.895087034,-1.570801910,-0.000021211,1.051750064,1.724586725,0.000450149,-0.894472301,-1.570633054,0.000096768,-0.015479768,0.006049077,-0.004337128,-0.005931269,-0.001682801,0.000012,-14.337621,6.113508,0.274908,-0.536150,0.067335
60,11.09000,10.50000000,8.08969975,0.00000000,90.0000077,-0.000013934,1.049600140,1.725317310,0.000005611,-0.895087034,-1.570801910,-0.000021211,1.051750064,1.724586725,0.000450145,-0.894472241,-1.570632815,0.000096960,-0.015480010,0.006046663,-0.004332911,-0.005926516,-0.001679666,0.000015,-14.337516,6.113440,0.274908,-0.536142,0.067335
61,11.10000,10.50000000,8.08969975,0.00000000,90.0000077,-0.000013934,1.049600140,1.725317310,0.000005611,-0.895087034,-1.570801910,-0.000021211,1.051750064,1.724586725,0.000450150,-0.894472301,-1.570633054,0.000096809,-0.015479797,0.006048796,-0.004336192,-0.005927772,-0.001680570,0.000011,-14.337607,6.113501,0.274908,-0.536149,0.067335
62,11.11000,10.50000000,8.08969975,0.00000000,90.0000077,-0.000013934,1.049600140,1.725317310,0.000005611,-0.895087034,-1.570801910,-0.000021211,1.051750064,1.724586725,0.000450146,-0.894472241,-1.570632815,0.000096930,-0.015479825,0.006047020,-0.004333428,-0.005935676,-0.001684594,0.000014,-14.337527,6.113448,0.274908,-0.536142,0.067335
63,11.12000,10.50000000,8.08969975,0.00000000,90.0000077,-0.000013934,1.049600140,1.725317310,0.000005611,-0.895087034,-1.570801910,-0.000021211,1.051750064,1.724586725,0.000450151,-0.894472361,-1.570632696,0.000096763,-0.015479596,0.006049083,-0.004336680,-0.005911255,-0.001671700,0.000010,-14.337591,6.113492,0.274907,-0.536148,0.067335
64,11.13000,10.50000000,8.08969975,0.00000000,90.0000077,-0.000013934,1.049600140,1.725317310,0.000005611,-0.895087034,-1.570801910,-0.000021211,1.051750064,1.724586725,0.000450149,-0.894472361,-1.570632577,0.000096902,-0.015479933,0.006047353,-0.004334168,-0.005931743,-0.001682698,0.000016,-14.337552,6.113459,0.274908,-0.536144,0.067335
65,11.14000,10.50000000,8.08969975,0.00000000,90.0000077,-0.000013934,1.049600140,1.725317310,0.000005611,-0.895087034,-1.570801910,-0.000021211,1.051750064,1.724586725,0.000450153,-0.894472480,-1.570633054,0.000096759,-0.015479747,0.006049279,-0.004337250,-0.005912554,-0.001672588,0.000012,-14.337592,6.113490,0.274907,-0.536148,0.067335
66,11.15000,10.50000000,8.08969975,0.00000000,90.0000077,-0.000013934,1.049600140,1.725317310,0.000005611,-0.895087034,-1.570801910,-0.000021211,1.051750064,1.724586725,0.000450152,-0.894472420,-1.570632815,0.000096884,-0.015479850,0.006047518,-0.004334187,-0.005917687,-0.001675033,0.000014,-14.337531,6.113448,0.274908,-0.536143,0.067335
67,11.16000,10.50000000,8.08969975,0.00000000,90.0000077,-0.000013934,1.049600140,1.725317310,0.000005611,-0.895087034,-1.570801910,-0.000021211,1.051750064,1.724586725,0.000450155,-0.894472539,-1.570632696,0.000096786,-0.015479589,0.006048714,-0.004336164,-0.005913532,-0.001672959,0.000012,-14.337579,6.113483,0.274907,-0.536147,0.067335
68,11.17000,10.50000000,8.08969975,0.00000000,90.0000077,-0.000013934,1.049600140,1.725317310,0.000005611,-0.895087034,-1.570801910,-0.000021211,1.051750064,1.724586725,0.000450155,-0.894472539,-1.570632815,0.000096881,-0.015479960,0.006047614,-0.004334722,-0.005922549,-0.001677838,0.000016,-14.337564,6.113465,0.274908,-0.536144,0.067335
69,11.18000,10.50000000,8.08969975,0.00000000,90.0000077,-0.000013934,1.049600140,1.725317310,0.000005611,-0.895087034,-1.570801910,-0.000021210,1.051750064,1.724586725,0.000450158,-0.894472599,-1.570632696,0.000096771,-0.015479607,0.006048939,-0.004336575,-0.005910583,-0.001671400,0.000011,-14.337573,6.113479,0.274907,-0.536147,0.067335
70,11.19000,10.50000000,8.08969975,0.00000000,90.0000077,-0.000013934,1.049600140,1.725317310,0.000005611,-0.895087034,-1.570801910,-0.000021211,1.051750064,1.724586725,0.000450157,-0.894472659,-1.570632577,0.000096890,-0.015480003,0.006047480,-0.004334583,-0.005918117,-0.001675440,0.000016,-14.337558,6.113463,0.274908,-0.536144,0.067335
71,11.20000,10.50000000,8.08969975,0.00000000,90.0000077,-0.000013934,1.049600140,1.725317310,0.000005611,-0.895087034,-1.570801910,-0.000021210,1.051750064,1.724586725,0.000450163,-0.894472778,-1.570633054,0.000096750,-0.015479811,0.006049186,-0.004337304,-0.005898050,-0.001664830,0.000012,-14.337586,6.113487,0.274907,-0.536147,0.067335
72,11.21000,10.50000000,8.08969975,0.00000000,90.0000077,-0.000013934,1.049600140,1.725317310,0.000005611,-0.895087034,-1.570801910,-0.000021210,1.051750064,1.724586725,0.000450163,-0.894472778,-1.570632935,0.000096845,-0.015479742,0.006048103,-0.004335228,-0.005925756,-0.001679520,0.000014,-14.337556,6.113464,0.274908,-0.536145,0.067335
73,11.22000,10.50000000,8.08969975,0.00000000,90.0000077,-0.000013934,1.049600140,1.725317310,0.000005611,-0.895087034,-1.570801910,-0.000021210,1.051750064,1.724586725,0.000450168,-0.894472897,-1.570632815,0.000094812,-0.015485891,0.006074742,-0.004382534,-0.004422515,-0.000871626,0.000014,-14.337576,6.113476,0.274908,-0.536146,0.067335
74,11.23000,10.50000000,8.08969975,0.00000000,90.0000077,-0.000013934,1.049600140,1.725317310,0.000005611,-0.895087034,-1.570801910,-0.000021210,1.051750064,1.724586725,0.000450158,-0.894472659,-1.570632458,0.000097044,-0.015480110,0.006045131,-0.004331088,-0.005946194,-0.001690438,0.000015,-14.337517,6.113439,0.274908,-0.536141,0.067335
